,clust,Award?,Balance,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
450,2,1,175461.0,40997.0,14.0,0.0,0.0,8289
451,3,0,52953.0,500.0,1.0,0.0,0.0,8289
452,2,0,182291.0,24155.0,22.0,0.0,0.0,8289
453,2,1,198317.0,57626.25,16.0,0.0,0.0,8289
454,1,0,49053.0,6498.0,18.0,777.5,2.5,8289
455,3,0,22772.0,0.0,0.0,0.0,0.0,8289
456,3,1,34170.0,15476.0,20.0,150.0,1.0,8289
457,3,0,158483.0,9018.0,11.0,0.0,0.0,8289
458,2,1,43285.0,28613.0,14.0,0.0,0.0,8252
459,2,0,52980.0,17078.0,14.0,0.0,0.0,8237
460,3,0,74342.0,4389.0,12.0,0.0,0.0,8228
461,3,1,139849.0,19946.0,15.0,0.0,0.0,8228
462,3,1,26080.0,9872.0,13.0,0.0,0.0,8228
463,3,0,29469.0,2522.0,4.0,0.0,0.0,8228
464,4,0,189252.0,2991.0,15.0,0.0,0.0,8228
465,0,1,203218.75,57626.25,34.0,777.5,2.5,8228
466,0,1,203218.75,57626.25,26.0,777.5,2.5,8228
467,2,1,203218.75,57626.25,17.0,0.0,0.0,8228
468,3,0,83590.0,3708.0,22.0,0.0,0.0,8228
469,1,1,82528.0,2100.0,5.0,600.0,2.5,8228
470,3,0,5600.0,125.0,1.0,0.0,0.0,8228
471,5,1,203218.75,4100.0,20.0,777.5,2.5,8228
472,0,1,43954.0,57626.25,13.0,250.0,1.0,8228
473,3,0,52005.0,11870.0,15.0,100.0,1.0,8228
474,1,0,45494.0,5021.0,16.0,600.0,2.0,8228
475,0,1,171509.0,40090.0,38.0,777.5,2.5,8151
476,4,0,203218.75,3982.0,16.0,0.0,0.0,8145
477,4,0,153108.0,25802.0,14.0,500.0,1.0,8137
478,2,1,203218.75,33047.0,21.0,0.0,0.0,8146
479,1,1,80223.0,21248.0,26.0,777.5,2.5,8121
480,3,0,38716.0,8253.0,21.0,0.0,0.0,8114
481,4,0,203218.75,23046.0,14.0,0.0,0.0,8107
482,3,1,10954.0,2500.0,1.0,0.0,0.0,8095
483,1,0,97099.0,6325.0,21.0,777.5,2.5,8085
484,3,1,62396.0,1250.0,3.0,0.0,0.0,8075
485,2,1,40645.0,18348.0,13.0,0.0,0.0,8067
486,0,1,82655.0,57626.25,19.0,700.0,2.0,8057
487,5,1,84035.0,4240.0,6.0,777.5,2.5,8114
488,5,1,203218.75,3800.0,19.0,777.5,2.5,8023
489,1,0,86345.0,13415.0,16.0,350.0,2.0,8009
490,3,1,2701.0,5000.0,10.0,0.0,0.0,8002
491,1,0,46874.0,9689.0,38.0,500.0,1.0,7990
492,0,1,10879.0,57626.25,32.0,777.5,2.5,7981
493,3,0,12742.0,0.0,0.0,0.0,0.0,7966
494,0,0,122904.0,37380.0,21.0,777.5,2.5,7956
495,3,0,10994.0,1250.0,3.0,0.0,0.0,8007
496,3,1,2318.0,8747.0,14.0,0.0,0.0,7945
497,3,1,11070.0,0.0,0.0,0.0,0.0,7939
498,3,0,21921.0,0.0,0.0,0.0,0.0,7939
499,2,1,162521.0,57354.0,25.0,0.0,0.0,8105
500,5,1,203218.75,11137.0,34.0,777.5,2.5,8105
501,2,0,86112.0,35528.0,22.0,0.0,0.0,8105
502,3,0,18328.0,0.0,0.0,0.0,0.0,6790
503,0,0,203218.75,57626.25,19.0,550.0,2.0,6679
504,3,0,11504.0,100.0,1.0,0.0,0.0,6675
505,0,1,143200.0,57626.25,28.0,50.0,1.0,6667
506,2,0,160703.0,32560.0,12.0,0.0,0.0,6666
507,3,1,910.0,5172.0,13.0,0.0,0.0,6662
508,3,0,94105.0,100.0,1.0,0.0,0.0,6676
509,3,0,18422.0,3297.0,13.0,0.0,0.0,6653
510,0,1,203218.75,57626.25,29.0,777.5,2.5,6652
511,1,1,9800.0,10348.0,34.0,777.5,2.5,6651
512,0,1,148318.0,51197.0,22.0,350.0,2.0,6648
513,3,0,26149.0,5190.0,6.0,0.0,0.0,6646
514,2,0,76933.0,28075.0,17.0,0.0,0.0,6646
515,2,0,203218.75,57626.25,16.0,0.0,0.0,6645
516,2,1,22878.0,9039.0,32.0,0.0,0.0,6641
517,0,1,66741.0,57626.25,30.0,777.5,2.5,6638
518,2,0,134060.0,46606.0,13.0,0.0,0.0,6637
519,1,1,3305.0,31465.0,24.0,777.5,2.5,6633
520,3,0,28930.0,8185.0,17.0,0.0,0.0,6630
521,4,0,203218.75,4040.0,6.0,450.0,2.0,6627
522,0,0,58951.0,47994.0,15.0,500.0,1.0,6625
523,3,0,25395.0,2000.0,1.0,0.0,0.0,6624
524,3,1,109248.0,6828.0,11.0,0.0,0.0,6618
525,3,0,43387.0,4942.0,13.0,0.0,0.0,6613
526,2,1,52423.0,26926.0,13.0,0.0,0.0,6611
527,1,1,26858.0,34308.0,17.0,777.5,2.5,6606
528,2,1,5410.0,45890.0,22.0,0.0,0.0,6603
529,3,1,18177.0,12040.0,12.0,0.0,0.0,6690
530,4,1,203218.75,2500.0,1.0,0.0,0.0,6598
531,0,1,98472.0,57626.25,38.0,777.5,2.5,6621
532,0,1,86520.0,57626.25,20.0,777.5,2.0,6592
533,3,0,16648.0,625.0,4.0,0.0,0.0,6588
534,0,1,203218.75,57626.25,38.0,777.5,2.5,6584
535,3,1,31478.0,18885.0,18.0,0.0,0.0,6578
536,1,1,17445.0,4500.0,3.0,500.0,1.0,6576
537,2,1,49052.0,46718.0,17.0,0.0,0.0,6575
538,3,0,21689.0,0.0,0.0,0.0,0.0,6570
539,3,0,18302.0,2197.0,10.0,0.0,0.0,6569
540,3,0,26220.0,2775.0,11.0,0.0,0.0,6647
541,3,1,59552.0,7551.0,22.0,0.0,0.0,6473
542,3,0,34962.0,252.0,3.0,0.0,0.0,6208
543,3,0,16153.0,180.0,1.0,0.0,0.0,6491
544,1,1,28931.0,6500.0,4.0,500.0,1.0,6354
545,4,1,202636.0,19000.0,5.0,0.0,0.0,6119
546,2,1,153962.0,57626.25,21.0,0.0,0.0,6567
547,2,1,63311.0,25048.0,14.0,0.0,0.0,6634
548,1,1,8561.0,2050.0,8.0,777.5,2.0,6675
549,5,1,203218.75,29823.0,33.0,777.5,2.5,6561
550,3,0,122700.0,18604.0,13.0,0.0,0.0,6556
551,4,1,81419.0,7769.0,12.0,350.0,1.0,6599
552,3,0,13873.0,4833.0,20.0,0.0,0.0,6519
553,3,0,148.0,190.0,2.0,0.0,0.0,6507
554,4,1,178919.0,23387.0,17.0,0.0,0.0,6555
555,3,1,19702.0,3000.0,1.0,0.0,0.0,6554
556,3,0,18820.0,0.0,0.0,0.0,0.0,6549
557,4,1,203218.75,500.0,1.0,0.0,0.0,6549
558,1,0,28077.0,735.0,6.0,500.0,1.0,6575
559,3,0,4528.0,290.0,1.0,0.0,0.0,6565
560,3,1,40418.0,12678.0,12.0,0.0,0.0,6541
561,4,1,203218.75,22485.0,25.0,213.0,1.0,6539
562,5,1,176849.0,7700.0,11.0,777.5,2.5,6539
563,2,0,71235.0,41004.0,14.0,0.0,0.0,6535
564,2,1,76446.0,57626.25,17.0,0.0,0.0,6550
565,5,1,148915.0,23522.0,16.0,650.0,2.0,6532
566,1,0,65034.0,14331.0,16.0,777.5,2.5,6541
567,2,1,35738.0,41264.0,16.0,0.0,0.0,6526
568,3,0,313.0,1600.0,1.0,0.0,0.0,6525
569,3,0,55703.0,0.0,0.0,0.0,0.0,6520
570,3,1,11613.0,2000.0,1.0,0.0,0.0,6519
571,2,0,65672.0,29089.0,13.0,0.0,0.0,6529
572,3,0,84785.0,4570.0,14.0,0.0,0.0,6514
573,3,0,30592.0,2602.0,7.0,0.0,0.0,6512
574,0,1,99293.0,57626.25,23.0,777.5,2.0,6508
575,3,0,51830.0,0.0,0.0,0.0,0.0,6507
576,0,1,20126.0,57626.25,28.0,777.5,2.5,6506
577,3,0,3294.0,1330.0,2.0,0.0,0.0,6498
578,1,1,11143.0,2800.0,6.0,777.5,2.5,6529
579,3,0,8250.0,250.0,2.0,0.0,0.0,6486
580,0,0,117670.0,53043.0,19.0,550.0,1.0,6505
581,3,0,49454.0,9548.0,22.0,250.0,1.0,6501
582,3,0,58421.0,1000.0,1.0,0.0,0.0,6532
583,3,0,33443.0,0.0,0.0,0.0,0.0,6476
584,3,0,13886.0,0.0,0.0,0.0,0.0,6465
585,3,0,15349.0,250.0,2.0,0.0,0.0,6457
586,3,0,78712.0,0.0,0.0,0.0,0.0,6433
587,2,0,89742.0,39073.0,13.0,0.0,0.0,6498
588,3,0,31311.0,3961.0,10.0,0.0,0.0,6494
589,3,1,133445.0,3375.0,13.0,0.0,0.0,6492
590,3,0,136161.0,6032.0,15.0,0.0,0.0,6463
591,3,0,9998.0,0.0,0.0,0.0,0.0,6448
592,3,1,37904.0,19052.0,17.0,0.0,0.0,6487
593,3,0,41243.0,27971.0,7.0,300.0,1.0,6483
594,1,1,54011.0,38380.0,20.0,777.5,2.5,6487
595,3,0,5351.0,100.0,1.0,0.0,0.0,6450
596,3,0,23334.0,0.0,0.0,0.0,0.0,6441
597,3,0,11255.0,0.0,0.0,0.0,0.0,6428
598,2,1,48127.0,41447.0,28.0,0.0,0.0,6421
599,2,1,203218.75,57264.0,12.0,0.0,0.0,6484
600,2,0,158895.0,41954.0,15.0,0.0,0.0,6525
601,2,0,34540.0,27882.0,13.0,0.0,0.0,6494
602,0,1,117623.0,57626.25,26.0,777.5,2.5,6477
603,2,0,126409.0,28460.0,13.0,0.0,0.0,6478
604,3,1,112843.0,16137.0,14.0,0.0,0.0,6472
605,5,1,117240.0,1200.0,3.0,700.0,2.0,6471
606,3,1,7216.0,21419.0,18.0,0.0,0.0,6470
607,3,0,26412.0,5086.0,2.0,0.0,0.0,6552
608,0,0,203218.75,35098.0,16.0,777.5,2.5,6465
609,3,0,1846.0,450.0,1.0,0.0,0.0,6471
610,3,0,45830.0,23404.0,10.0,0.0,0.0,6459
611,5,1,179042.0,25078.0,38.0,777.5,2.5,6456
612,3,1,41487.0,10885.0,7.0,0.0,0.0,6451
613,3,1,39601.0,3733.0,9.0,0.0,0.0,6450
614,3,1,46142.0,14445.0,13.0,0.0,0.0,6452
615,0,1,110277.0,37110.0,18.0,777.5,2.5,6445
616,3,0,122928.0,12211.0,14.0,0.0,0.0,6443
617,5,1,146599.0,16463.0,16.0,777.5,2.0,6444
618,2,0,203218.75,52908.0,16.0,0.0,0.0,6444
619,0,1,54125.0,48874.0,17.0,450.0,2.5,6463
620,2,1,29861.0,28190.0,15.0,0.0,0.0,6407
621,3,0,126148.0,6273.0,8.0,0.0,0.0,6435
622,1,1,62080.0,19113.0,32.0,777.5,2.5,6434
623,2,1,175131.0,53495.0,15.0,0.0,0.0,6431
624,0,1,203218.75,57626.25,23.0,777.5,2.5,6429
625,4,0,105547.0,24973.0,26.0,500.0,1.0,6415
626,3,0,67615.0,14168.0,13.0,0.0,0.0,6413
627,3,1,33554.0,27410.0,16.0,350.0,1.0,6428
628,4,0,163083.0,3825.0,9.0,450.0,2.5,6428
629,4,1,203218.75,26117.0,15.0,50.0,1.0,6427
630,0,1,203218.75,57626.25,38.0,777.5,2.5,6423
631,2,0,18111.0,4625.0,26.0,0.0,0.0,6463
632,3,0,41526.0,0.0,0.0,0.0,0.0,6406
633,3,0,38021.0,5538.0,9.0,0.0,0.0,6407
634,3,0,17500.0,0.0,0.0,0.0,0.0,6400
635,3,0,5906.0,280.0,1.0,0.0,0.0,6395
636,3,0,70133.0,7396.0,16.0,0.0,0.0,6392
637,1,1,32010.0,12315.0,6.0,650.0,2.0,6421
638,2,0,82605.0,23049.0,15.0,0.0,0.0,6417
639,2,1,77285.0,57626.25,32.0,0.0,0.0,6417
640,3,1,15219.0,0.0,0.0,0.0,0.0,6427
641,3,0,54889.0,13150.0,4.0,0.0,0.0,6438
642,3,0,8910.0,150.0,1.0,150.0,1.0,6413
643,1,0,49891.0,500.0,1.0,500.0,1.0,6392
644,3,0,10484.0,0.0,0.0,0.0,0.0,6375
645,3,0,15496.0,0.0,0.0,0.0,0.0,6324
646,3,0,16714.0,0.0,0.0,0.0,0.0,6214
647,3,1,25835.0,15153.0,15.0,0.0,0.0,6142
648,3,0,3487.0,710.0,1.0,0.0,0.0,6059
649,4,1,203218.75,12000.0,6.0,0.0,0.0,6408
650,4,1,155962.0,16510.0,16.0,50.0,1.0,6406
651,4,1,160572.0,8163.0,18.0,500.0,1.0,6403
652,4,1,203218.75,5900.0,4.0,400.0,1.0,6420
653,0,1,48410.0,37869.0,16.0,500.0,1.0,6395
654,3,0,33269.0,4675.0,10.0,200.0,1.0,6396
655,3,0,25685.0,185.0,3.0,0.0,0.0,6382
656,3,0,50500.0,4765.0,14.0,0.0,0.0,6380
657,2,0,97486.0,22707.0,15.0,0.0,0.0,6387
658,5,1,203218.75,12000.0,8.0,777.5,2.5,6378
659,3,1,11821.0,10697.0,10.0,0.0,0.0,6387
660,2,0,37039.0,29976.0,18.0,0.0,0.0,6375
661,3,0,28306.0,233.0,3.0,0.0,0.0,6371
662,0,1,109532.0,57626.25,38.0,777.5,2.5,6372
663,4,1,91974.0,19223.0,18.0,500.0,1.0,6372
664,1,1,65823.0,28208.0,19.0,300.0,2.5,6373
665,3,0,104824.0,14582.0,15.0,0.0,0.0,6366
666,3,0,16061.0,2750.0,11.0,0.0,0.0,6366
667,3,0,55237.0,5547.0,14.0,0.0,0.0,6358
668,3,0,10491.0,5025.0,11.0,150.0,1.0,6357
669,0,1,192334.0,33950.0,21.0,777.5,2.5,6366
670,0,1,45501.0,49656.0,17.0,316.0,1.0,6375
671,3,0,18661.0,0.0,0.0,0.0,0.0,6352
672,2,0,89668.0,29130.0,14.0,0.0,0.0,6350
673,1,1,53327.0,8650.0,6.0,650.0,2.0,6350
674,0,0,133143.0,43643.0,14.0,50.0,1.0,6385
675,3,1,22268.0,23582.0,15.0,200.0,1.0,6339
676,1,1,26556.0,2845.0,14.0,720.0,2.5,6339
677,3,1,9601.0,20467.0,16.0,0.0,0.0,6338
678,4,0,203218.75,12154.0,13.0,0.0,0.0,6337
679,5,0,146248.0,2900.0,4.0,777.5,2.5,6333
680,3,0,9483.0,1000.0,1.0,0.0,0.0,6340
681,5,1,119082.0,4230.0,17.0,777.5,2.5,6340
682,5,1,203218.75,22258.0,30.0,650.0,2.0,6340
683,0,1,203218.75,46942.0,35.0,777.5,2.5,6340
684,3,0,37381.0,6091.0,16.0,0.0,0.0,6332
685,2,1,173543.0,57626.25,25.0,0.0,0.0,6329
686,3,0,31211.0,280.0,4.0,100.0,1.0,6330
687,0,1,47780.0,57626.25,20.0,250.0,2.0,6329
688,2,0,79479.0,23167.0,13.0,0.0,0.0,6118
689,0,0,81960.0,37072.0,22.0,700.0,2.5,6326
690,3,0,20162.0,2750.0,15.0,0.0,0.0,6324
691,2,0,105683.0,28386.0,17.0,0.0,0.0,6361
692,0,1,203218.75,30406.0,28.0,150.0,2.0,6319
693,4,1,203218.75,27390.0,17.0,750.0,1.0,6323
694,2,0,17334.0,6783.0,27.0,50.0,1.0,6318
695,3,0,57909.0,5150.0,4.0,0.0,0.0,6323
696,3,0,17949.0,0.0,0.0,0.0,0.0,6312
697,5,1,203218.75,31624.0,28.0,777.5,2.5,6311
698,3,0,71543.0,0.0,0.0,0.0,0.0,6305
699,3,0,111897.0,14728.0,14.0,0.0,0.0,6310
700,3,0,61598.0,0.0,0.0,0.0,0.0,6311
701,2,0,203218.75,44472.0,18.0,0.0,0.0,6308
702,0,1,203218.75,57626.25,38.0,777.5,2.5,6305
703,3,1,32774.0,0.0,0.0,0.0,0.0,6304
704,0,1,203218.75,57626.25,18.0,500.0,1.0,6296
705,0,1,137843.0,45416.0,24.0,250.0,1.0,6302
706,1,1,30530.0,5590.0,12.0,777.5,2.5,6298
707,3,0,30973.0,0.0,0.0,0.0,0.0,6298
708,5,1,203218.75,7134.0,14.0,777.5,2.5,6297
709,3,0,16803.0,1287.0,6.0,0.0,0.0,6291
710,1,1,23553.0,1587.0,4.0,487.0,2.0,6295
711,2,1,48161.0,41174.0,24.0,0.0,0.0,6294
712,3,0,21616.0,0.0,0.0,0.0,0.0,6291
713,3,1,13114.0,14029.0,13.0,0.0,0.0,6289
714,0,0,117120.0,41278.0,17.0,500.0,1.0,6288
715,2,0,52987.0,17510.0,15.0,0.0,0.0,6289
716,4,0,150176.0,29999.0,17.0,400.0,1.0,6284
717,3,1,19002.0,22675.0,21.0,0.0,0.0,6277
718,0,1,60976.0,57626.25,31.0,777.5,2.5,6282
719,3,0,50675.0,1100.0,2.0,100.0,1.0,6282
720,3,0,65466.0,5488.0,13.0,0.0,0.0,6280
721,2,1,64280.0,21721.0,18.0,0.0,0.0,6280
722,3,1,14523.0,4197.0,4.0,0.0,0.0,6276
723,4,1,203218.75,20468.0,16.0,0.0,0.0,6280
724,3,0,9157.0,75.0,2.0,0.0,0.0,6274
725,0,1,151904.0,57626.25,25.0,777.5,2.5,6273
726,0,1,13781.0,48914.0,19.0,500.0,1.0,6269
727,3,0,40567.0,18122.0,16.0,0.0,0.0,6268
728,3,0,43090.0,11411.0,10.0,0.0,0.0,6259
729,3,0,1875.0,1250.0,3.0,0.0,0.0,6266
730,2,1,126555.0,41253.0,19.0,0.0,0.0,6280
731,2,1,16472.0,45517.0,12.0,0.0,0.0,6262
732,3,0,21270.0,318.0,10.0,0.0,0.0,6256
733,3,0,33410.0,818.0,12.0,0.0,0.0,6255
734,3,1,15750.0,1065.0,3.0,0.0,0.0,6254
735,3,0,104665.0,9547.0,12.0,0.0,0.0,6249
736,2,1,86285.0,57626.25,14.0,0.0,0.0,6249
737,3,0,41967.0,2125.0,10.0,0.0,0.0,6247
738,1,0,35026.0,9799.0,27.0,500.0,1.0,6247
739,2,0,138411.0,53843.0,14.0,0.0,0.0,6247
740,3,1,127693.0,17383.0,15.0,0.0,0.0,6246
741,2,1,52050.0,43190.0,14.0,0.0,0.0,6245
742,3,0,37162.0,0.0,0.0,0.0,0.0,6241
743,5,1,203218.75,22750.0,15.0,777.5,2.5,6234
744,1,1,66572.0,8048.0,14.0,450.0,2.0,6240
745,2,0,203218.75,42020.0,15.0,0.0,0.0,6240
746,1,0,79561.0,6333.0,12.0,400.0,2.0,6231
747,4,0,131528.0,10365.0,17.0,500.0,1.0,6227
748,3,0,11820.0,2045.0,5.0,0.0,0.0,6227
749,3,0,20810.0,1713.0,13.0,0.0,0.0,6225
750,0,0,189423.0,57626.25,31.0,600.0,1.0,6476
751,3,1,96477.0,2987.0,13.0,0.0,0.0,6221
752,4,0,106471.0,8444.0,5.0,100.0,1.0,6220
753,3,1,33374.0,20441.0,13.0,0.0,0.0,6214
754,2,1,203218.75,48914.0,16.0,0.0,0.0,6217
755,3,0,26740.0,619.0,7.0,0.0,0.0,6213
756,2,0,203218.75,39166.0,14.0,0.0,0.0,6214
757,2,0,76737.0,34648.0,31.0,0.0,0.0,6211
758,3,1,20999.0,15914.0,13.0,0.0,0.0,6206
759,3,1,43179.0,11915.0,6.0,0.0,0.0,6214
760,3,1,119214.0,10028.0,16.0,0.0,0.0,6205
761,3,0,14988.0,2100.0,10.0,0.0,0.0,6203
762,3,0,21334.0,5472.0,20.0,0.0,0.0,6200
763,0,0,104307.0,51769.0,24.0,450.0,1.0,6197
764,2,1,34357.0,57626.25,25.0,100.0,1.0,6198
765,5,0,203218.75,31266.0,26.0,777.5,2.5,6340
766,3,0,14662.0,1110.0,12.0,0.0,0.0,6197
767,3,1,13144.0,18615.0,18.0,0.0,0.0,6196
768,3,1,10978.0,14313.0,11.0,0.0,0.0,6193
769,0,0,150698.0,43589.0,20.0,777.5,2.5,6193
770,3,0,18035.0,811.0,2.0,0.0,0.0,6193
771,4,0,194604.0,6606.0,10.0,0.0,0.0,6190
772,5,1,117852.0,11406.0,21.0,777.5,2.5,6186
773,3,0,32356.0,22918.0,19.0,0.0,0.0,6571
774,2,1,44247.0,40939.0,26.0,0.0,0.0,6184
775,3,0,23431.0,3546.0,10.0,0.0,0.0,6182
776,3,1,37773.0,8436.0,15.0,0.0,0.0,6179
777,5,0,203218.75,2750.0,4.0,750.0,2.0,6179
778,1,0,63587.0,500.0,1.0,500.0,1.0,6184
779,3,1,15088.0,5625.0,15.0,0.0,0.0,6177
780,2,0,152539.0,57626.25,14.0,0.0,0.0,6187
781,0,1,203218.75,57626.25,23.0,777.5,2.5,6171
782,3,1,15064.0,2910.0,9.0,0.0,0.0,6171
783,3,0,19032.0,2375.0,12.0,0.0,0.0,6169
784,3,0,66434.0,13041.0,13.0,0.0,0.0,6230
785,3,0,146097.0,6919.0,16.0,0.0,0.0,6165
786,3,0,8207.0,1750.0,7.0,0.0,0.0,6184
787,4,0,203218.75,22148.0,15.0,0.0,0.0,6161
788,2,1,147472.0,20645.0,16.0,0.0,0.0,6163
789,3,1,103993.0,14149.0,13.0,100.0,1.0,6158
790,1,1,34651.0,4000.0,6.0,500.0,1.0,6157
791,2,0,102339.0,47498.0,19.0,0.0,0.0,6156
792,2,0,149167.0,48521.0,13.0,0.0,0.0,6155
793,2,1,105249.0,36093.0,15.0,0.0,0.0,6153
794,3,0,55610.0,5095.0,13.0,0.0,0.0,6151
795,3,1,70391.0,6000.0,4.0,0.0,0.0,6150
796,2,1,74645.0,40367.0,18.0,0.0,0.0,6147
797,2,1,26939.0,29264.0,15.0,0.0,0.0,6148
798,2,0,203218.75,57626.25,31.0,0.0,0.0,6144
799,3,1,7421.0,0.0,0.0,0.0,0.0,6142
800,2,0,74924.0,57626.25,13.0,0.0,0.0,6141
801,3,0,17599.0,100.0,1.0,0.0,0.0,6029
802,3,0,5594.0,370.0,1.0,0.0,0.0,5835
803,3,1,66122.0,11756.0,13.0,0.0,0.0,5630
804,3,0,12024.0,0.0,0.0,0.0,0.0,5119
805,3,1,42044.0,11433.0,10.0,0.0,0.0,6140
806,0,1,83105.0,57626.25,28.0,753.0,2.5,6137
807,0,1,152063.0,34257.0,19.0,777.5,2.5,6159
808,2,0,59546.0,20730.0,4.0,0.0,0.0,6135
809,3,0,1258.0,475.0,4.0,0.0,0.0,6134
810,5,0,75181.0,2455.0,7.0,777.5,2.5,6133
811,1,1,68255.0,19077.0,22.0,400.0,2.0,6130
812,0,1,58229.0,53108.0,16.0,500.0,1.0,6137
813,2,0,97349.0,42774.0,14.0,0.0,0.0,6128
814,0,1,131424.0,57626.25,14.0,50.0,1.0,6128
815,3,1,24011.0,20442.0,9.0,0.0,0.0,6123
816,3,0,64538.0,0.0,0.0,0.0,0.0,6123
817,3,0,3832.0,1000.0,1.0,0.0,0.0,6120
818,2,1,3268.0,52263.0,32.0,0.0,0.0,6120
819,3,0,36790.0,7158.0,14.0,0.0,0.0,6133
820,5,1,203218.75,5950.0,11.0,777.5,2.5,6116
821,4,0,179382.0,4225.0,7.0,0.0,0.0,6115
822,4,1,203218.75,8500.0,4.0,0.0,0.0,6114
823,2,1,203218.75,57626.25,14.0,0.0,0.0,6112
824,3,0,54265.0,0.0,0.0,0.0,0.0,6109
825,3,0,69959.0,16504.0,13.0,0.0,0.0,6108
826,3,1,86380.0,13500.0,3.0,0.0,0.0,6102
827,3,0,48321.0,0.0,0.0,0.0,0.0,6102
828,0,0,78130.0,37251.0,15.0,777.5,2.0,6120
829,1,1,25333.0,11229.0,16.0,300.0,2.0,6099
830,1,0,54522.0,21221.0,38.0,777.5,2.5,6125
831,2,0,75413.0,31726.0,18.0,0.0,0.0,6094
832,0,1,203218.75,57626.25,15.0,777.5,2.0,6095
833,5,1,114932.0,3150.0,13.0,777.5,2.5,6092
834,3,1,18932.0,24660.0,22.0,0.0,0.0,6091
835,0,1,35997.0,57626.25,19.0,777.5,2.5,6088
836,2,0,136664.0,36024.0,15.0,0.0,0.0,6086
837,2,1,173191.0,31503.0,13.0,0.0,0.0,6084
838,3,0,16528.0,250.0,2.0,0.0,0.0,6081
839,0,1,119932.0,22463.0,26.0,777.5,2.5,6077
840,2,0,144171.0,33200.0,15.0,0.0,0.0,6073
841,2,0,77109.0,57626.25,7.0,0.0,0.0,6071
842,2,0,144973.0,23703.0,14.0,0.0,0.0,6280
843,1,0,75027.0,1390.0,3.0,500.0,1.0,6067
844,2,1,96387.0,43512.0,20.0,0.0,0.0,6065
845,1,0,34854.0,750.0,5.0,650.0,2.5,6063
846,3,0,44307.0,7944.0,8.0,0.0,0.0,6060
847,2,0,73836.0,57626.25,19.0,0.0,0.0,6087
848,3,0,20126.0,0.0,0.0,0.0,0.0,6053
849,3,1,56268.0,33447.0,14.0,100.0,1.0,6017
850,0,1,25629.0,57626.25,36.0,600.0,2.0,5966
851,1,1,70774.0,32635.0,31.0,777.5,2.5,5931
852,3,0,6371.0,1404.0,8.0,0.0,0.0,5905
853,3,0,95595.0,12060.0,14.0,0.0,0.0,5877
854,2,0,51843.0,40997.0,17.0,0.0,0.0,5859
855,2,0,84868.0,33187.0,15.0,0.0,0.0,6057
856,4,0,79629.0,2550.0,2.0,50.0,1.0,6091
857,3,0,58620.0,2125.0,10.0,0.0,0.0,6051
858,2,1,70380.0,57626.25,12.0,0.0,0.0,6050
859,2,0,93473.0,20257.0,15.0,0.0,0.0,6049
860,0,1,131621.0,27846.0,31.0,777.5,2.5,6045
861,4,0,195563.0,16715.0,13.0,0.0,0.0,6042
862,3,1,21138.0,4500.0,2.0,0.0,0.0,6031
863,4,0,93319.0,270.0,3.0,100.0,1.0,6043
864,0,1,56606.0,57626.25,14.0,100.0,1.0,6039
865,2,1,38763.0,34652.0,13.0,0.0,0.0,6037
866,3,1,16430.0,8528.0,12.0,0.0,0.0,6036
867,3,0,61440.0,8156.0,25.0,0.0,0.0,6032
868,5,1,203218.75,5132.0,16.0,777.5,2.5,6030
869,4,1,203218.75,9000.0,5.0,500.0,1.0,6028
870,2,1,76702.0,21568.0,17.0,0.0,0.0,6025
871,3,1,19348.0,17059.0,19.0,0.0,0.0,6022
872,3,1,31669.0,8384.0,15.0,0.0,0.0,6018
873,1,0,40902.0,4850.0,7.0,777.5,2.5,6018
874,3,0,16906.0,2750.0,15.0,0.0,0.0,6017
875,1,1,65508.0,14000.0,7.0,777.5,2.5,6015
876,3,0,10152.0,0.0,0.0,0.0,0.0,6010
877,2,1,21461.0,40806.0,28.0,0.0,0.0,6011
878,3,0,28979.0,6494.0,12.0,0.0,0.0,6010
879,1,0,24711.0,3193.0,11.0,500.0,1.0,6009
880,0,1,203218.75,57626.25,18.0,500.0,1.0,6004
881,4,0,203218.75,21078.0,15.0,200.0,1.0,6007
882,3,0,37832.0,0.0,0.0,0.0,0.0,6004
883,4,0,135168.0,29156.0,16.0,300.0,2.0,6002
884,0,0,134650.0,40232.0,17.0,777.5,2.0,6000
885,3,1,20665.0,19947.0,16.0,0.0,0.0,5997
886,3,1,5546.0,2631.0,6.0,0.0,0.0,5995
887,2,0,91736.0,26724.0,14.0,0.0,0.0,5994
888,4,0,203218.75,0.0,0.0,0.0,0.0,5993
889,1,1,94167.0,6500.0,4.0,500.0,1.0,5990
890,5,0,132256.0,15040.0,24.0,777.5,2.5,5988
891,0,1,149959.0,57626.25,38.0,777.5,2.5,5986
892,3,0,104338.0,2500.0,1.0,0.0,0.0,5982
893,2,1,38312.0,37419.0,14.0,0.0,0.0,5980
894,3,0,1860.0,65.0,2.0,0.0,0.0,5976
895,3,0,54337.0,2131.0,9.0,230.0,1.0,5976
896,5,0,203218.75,11650.0,6.0,777.5,2.5,5975
897,1,0,26204.0,4030.0,6.0,777.5,2.5,5989
898,3,0,27876.0,0.0,0.0,0.0,0.0,5972
899,3,0,115533.0,8867.0,15.0,0.0,0.0,5968
900,2,0,129412.0,57626.25,21.0,0.0,0.0,5982
901,5,1,172110.0,21382.0,23.0,777.5,2.5,5944
