,clust,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Referred a Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check
1576,1,0.13333333333333333,0.5492957746478874,0.0,0.3333333333333333,0.23980099502487565,0.19589776136625894,0.0,0.1530819656216028,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1577,1,0.0,0.0,0.7889577915583116,0.2857142857142857,0.5676616915422885,0.006519732287099007,0.013732913290963489,0.008433058981968668,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1578,0,0.0,0.704225352112676,0.8955791158231646,0.9206349206349206,0.7616915422885572,0.5560581583198708,0.7950291310815976,0.6411499954281045,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1579,1,0.13333333333333333,0.4507042253521127,0.28685737147429485,0.4444444444444444,0.6756218905472637,0.3146665128086775,0.16477406763564253,0.2887686022529849,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1580,0,0.13333333333333333,0.4084507042253521,0.09641928385677136,0.6507936507936508,0.664179104477612,0.3006519732287099,0.05034937276555073,0.2481232086353512,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1581,1,0.0,0.014084507042253521,0.6779355871174235,0.6507936507936508,0.6199004975124378,0.01907454419570736,0.023600833236853584,0.02081804194178001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1582,1,0.0,0.014084507042253521,0.48629725945189034,0.25396825396825395,0.572636815920398,0.01638010616201246,0.016929367246618785,0.016979004275004598,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1583,1,0.0,0.4084507042253521,0.1868373674734947,0.12698412698412698,0.6656716417910449,0.2927648280636972,0.09756496714320409,0.25419649217076984,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1584,1,0.13333333333333333,0.323943661971831,0.34546909381876373,0.2857142857142857,0.36318407960199006,0.15224440341564738,0.14432094069063253,0.15634934700913364,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1585,1,0.0,0.0,0.9795959191838367,0.36507936507936506,0.6094527363184079,0.007004384952688669,0.017051236406148126,0.009673002222731463,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1586,0,0.0,0.9295774647887324,0.5849169833966793,0.3333333333333333,0.9258706467661691,0.8612162474036464,0.6821469515735484,0.8506949845740854,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1587,1,0.13333333333333333,0.08450704225352113,0.893378675735147,0.4126984126984127,0.6766169154228856,0.06557812139395339,0.10885353329160766,0.07932385615123153,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1588,0,0.0,0.18309859154929578,0.586117223444689,0.4126984126984127,0.6771144278606965,0.1341045465035772,0.142830654968388,0.14266933228875867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1589,1,0.0,0.38028169014084506,0.6057211442288458,0.47619047619047616,0.7134328358208956,0.3008019847680591,0.2952158520438764,0.3117495459148137,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1590,1,0.0,0.1267605633802817,0.5457091418283657,0.42857142857142855,0.5149253731343284,0.08322178629125318,0.09498830491315517,0.08953600339562022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1591,1,0.0,0.4647887323943662,0.6883376675335066,0.06349206349206349,0.45920398009950253,0.23885875836602813,0.40737029857073587,0.2923601931259009,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1592,1,0.13333333333333333,0.0,0.5177035407081416,0.14285714285714285,0.8378109452736319,0.009652665589660743,0.00901135385319815,0.009660358955891932,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1593,1,0.0,0.028169014084507043,0.8135627125425084,0.9206349206349206,0.6154228855721392,0.02293445649665359,0.042483589011928384,0.02873633934528197,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1594,1,0.0,0.014084507042253521,0.995999199839968,0.3492063492063492,0.6164179104477612,0.014683821832448651,0.03467351687409088,0.021156700874981792,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1595,0,0.0,0.07042253521126761,0.4052810562112423,0.4126984126984127,0.7950248756218906,0.06331063927994462,0.042326900092533516,0.06029483646724546,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1596,0,0.0,0.15492957746478872,0.3290658131626325,0.36507936507936506,0.9422885572139303,0.15762174013385646,0.06873420597454849,0.1409534603605363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1597,1,0.0,0.0,0.7963592718543709,0.36507936507936506,0.5238805970149254,0.006012000923147936,0.013861746402465937,0.008069113515087819,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1598,1,0.13333333333333333,0.30985915492957744,0.7591518303660733,0.42857142857142855,0.8119402985074626,0.26684744980383107,0.3039242739862445,0.2874347376014142,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1599,1,0.0,0.0,0.7289457891578315,0.25396825396825395,0.5597014925373134,0.006427417493653358,0.012688320494997705,0.008089884596324195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1600,0,0.0,0.9014084507042254,0.1872374474894979,0.06349206349206349,0.9044776119402985,0.7987999076852065,0.2118434190218607,0.692511460782731,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1601,1,0.0,0.2112676056338028,0.9491898379675935,0.47619047619047616,0.46716417910447766,0.11822640203092545,0.2643516168990741,0.16085757472791576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1602,1,0.0,0.0,0.34546909381876373,0.15873015873015872,0.5303482587064676,0.006087006692822525,0.0060133725287763555,0.006092248435677943,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1603,0,0.13333333333333333,0.7323943661971831,0.6249249849969993,1.0,0.7527363184079603,0.5781675513501038,0.5765177280454886,0.6017797655802863,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1604,1,0.13333333333333333,0.16901408450704225,0.0,0.12698412698412698,0.3034825870646766,0.07092084006462036,0.0,0.05527275026048515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1605,1,0.0,0.04225352112676056,0.8665733146629325,0.31746031746031744,0.6706467661691543,0.03494691899376875,0.060335679894983604,0.04367074675423633,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1606,1,0.0,0.15492957746478872,0.5039007801560312,0.19047619047619047,0.8800995024875622,0.1425225017309024,0.10525317012151227,0.1386081343618029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1607,1,0.0,0.0,0.0,0.07936507936507936,0.06865671641791044,0.000732748672974844,0.0,0.0003422712951559354,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1608,0,0.13333333333333333,0.7464788732394366,0.04360872174434887,1.0,0.9164179104477611,0.6778617585968151,0.040989821313697314,0.5409069512003766,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1609,0,0.13333333333333333,0.6619718309859155,0.1272254450890178,0.746031746031746,0.845771144278607,0.5791310870066928,0.10629776291747806,0.48057689420407806,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1610,1,0.0,0.014084507042253521,0.27465493098619725,0.1746031746031746,0.29402985074626864,0.008498730671590123,0.009561506059073464,0.00889995676454286,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1611,0,0.0,0.39436619718309857,0.5551110222044409,0.031746031746031744,0.799502487562189,0.33630279252250167,0.2802120175178212,0.3356417078795773,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1612,1,0.13333333333333333,0.22535211267605634,0.2736547309461892,0.1746031746031746,0.518905472636816,0.13792407108239096,0.08097683354326747,0.12871297187889102,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1613,1,0.0,0.0,0.9235847169433887,0.30158730158730157,0.2756218905472637,0.0031329333025617357,0.016076283129913396,0.0063902682968955135,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1614,1,0.0,0.0,0.6669333866773355,0.06349206349206349,0.6696517412935323,0.007702515578121394,0.011608907939166399,0.008807841534711975,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1615,1,0.5333333333333333,0.4788732394366197,0.20864172834566913,0.06349206349206349,0.517910447761194,0.2766847449803831,0.127109533389103,0.256499372916542,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1616,0,0.13333333333333333,0.4507042253521127,0.8323664732946588,1.0,0.8502487562189055,0.3978998384491115,0.4781205686414983,0.4351785353452684,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1617,1,0.0,0.0,0.285257051410282,0.7301587301587301,0.6975124378109452,0.008025617355181168,0.004965297756824021,0.007337610219371967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1618,1,0.13333333333333333,0.09859154929577464,0.776755351070214,1.0,0.7557213930348259,0.08752596353565659,0.10816410204627024,0.09632182532649543,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1619,1,0.0,0.056338028169014086,0.6425285057011402,0.15873015873015872,0.7761194029850746,0.0569639972305562,0.0559205343440349,0.05885350404753868,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1620,1,0.13333333333333333,0.014084507042253521,0.1952390478095619,0.42857142857142855,0.5218905472636817,0.014153011770136163,0.006796817125750692,0.012608046310480252,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1621,1,0.13333333333333333,0.5774647887323944,0.0,0.07936507936507936,0.15223880597014922,0.16460881606277405,0.0,0.133110119467583,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1622,0,0.0,0.7887323943661971,0.9773954790958191,0.09523809523809523,0.9422885572139303,0.7438495268866836,0.9697372762068747,0.8334315067951914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1623,1,0.0,0.0,0.0,0.4603174603174603,0.17562189054726365,0.0019732287099007615,0.0,0.0013130935703343802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1624,0,0.0,0.5211267605633803,0.6255251050210041,1.0,0.8059701492537313,0.43368912993307174,0.4137492785781003,0.4464924529856736,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1625,0,0.0,0.09859154929577464,0.3936787357471494,0.6507936507936508,0.8467661691542288,0.09560350796215093,0.054820229932284276,0.08880811246185853,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1626,1,0.0,0.23943661971830985,0.2730546109221844,0.07936507936507936,0.7139303482587065,0.1740768520655435,0.0855521499895976,0.1581934577867284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1627,0,0.13333333333333333,0.38028169014084506,0.1924384876975395,0.38095238095238093,0.8741293532338308,0.3264020309254558,0.09379050517378106,0.27954262982207984,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1628,0,0.0,0.056338028169014086,0.2022404480896179,1.0,0.7074626865671642,0.05110777752134779,0.017601388612023438,0.04433180899184622,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1629,1,0.0,0.0,0.5541108221644329,0.30158730158730157,0.5860696517412936,0.0067332102469420735,0.009645073482750727,0.008442992977342589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1630,1,0.0,0.0,0.0,0.14285714285714285,0.1691542288557214,0.0018982229402261712,0.0,0.0012543926885794047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1631,1,0.5333333333333333,0.04225352112676056,0.0,1.0,0.3014925373134328,0.02102469420724671,0.0,0.016223117536098217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1632,0,0.13333333333333333,0.7323943661971831,0.8349669933986797,0.38095238095238093,0.7975124378109454,0.5920493884144934,0.7702896916971413,0.6629009298445442,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1633,1,0.0,0.18309859154929578,0.023804760952190435,0.36507936507936506,0.618905472636816,0.12153242557119778,0.005800971993596646,0.09638684784167018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1634,1,0.0,0.4225352112676056,0.03060612122424485,0.09523809523809523,0.3681592039800995,0.19580544657281332,0.016515012104219025,0.15819616705819403,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1635,1,0.13333333333333333,0.16901408450704225,0.0,1.0,0.3601990049751244,0.07939649203784907,0.0,0.06190594989879741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1636,1,0.0,0.4788732394366197,0.5009001800360071,0.3333333333333333,0.5681592039800994,0.3020136164320332,0.3051603754614706,0.3152770173630435,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1637,1,0.0,0.014084507042253521,0.8433686737347469,0.031746031746031744,0.5716417910447762,0.019663051003923376,0.029360021518611595,0.02277232975897643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1638,1,0.0,0.0,0.4360872174434887,0.6666666666666666,0.5572139303482587,0.006398569120701593,0.007590707650684688,0.0067451828588909815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1639,2,0.0,0.0,0.0628125625125025,0.0,0.011442786069651727,6.9236095084237e-05,0.0010933404597775192,0.0001065646776474944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1640,1,0.0,0.11267605633802817,0.5941188237647529,0.2698412698412698,0.6472636815920397,0.0905261943226402,0.09307321812055123,0.09475586641937038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1641,1,0.0,0.09859154929577464,0.7279455891178236,0.1111111111111111,0.6154228855721392,0.0762174013385645,0.10136728492051955,0.0857087059051958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1642,2,0.0,0.3380281690140845,0.11142228445689138,0.0,0.07014925373134329,0.07587699053773368,0.04848651561274508,0.07172705896164913,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1643,1,0.0,0.16901408450704225,0.0672134426885377,0.23809523809523808,0.7950248756218906,0.13979344564966537,0.015209271109261796,0.1167307672769677,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1644,0,0.0,0.6338028169014085,0.3156631326265253,0.047619047619047616,0.7507462686567165,0.47726748211400877,0.2527496729118808,0.4388405672762904,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1645,1,0.0,0.23943661971830985,0.2500500100020004,0.07936507936507936,0.6343283582089553,0.1623182552504039,0.0783444596974337,0.14712156839725143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1646,0,0.13333333333333333,0.8309859154929577,0.7045409081816363,0.25396825396825395,0.7711442786069652,0.660523886452804,0.7358111654782973,0.7075479174168902,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1647,0,0.13333333333333333,0.4084507042253521,0.21004200840168033,0.3492063492063492,0.754228855721393,0.3286002769443803,0.10968224357640718,0.2853847221924327,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1648,1,0.0,0.0,0.260252050410082,0.19047619047619047,0.36318407960199006,0.004148396030463882,0.0045300507585049445,0.00419033986681673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1649,1,0.0,0.0,0.023404680936187236,0.42857142857142855,0.7597014925373133,0.008746826678975306,0.0004073911904266552,0.006719896325211915,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1650,1,0.26666666666666666,0.08450704225352113,0.0,0.47619047619047616,0.16169154228855723,0.030054234941149317,0.0,0.023289800608908756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1651,0,0.13333333333333333,0.8450704225352113,0.9141828365673135,0.38095238095238093,0.8686567164179104,0.7226690514654973,0.9706704457712708,0.8170973091290029,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1652,1,0.0,0.5352112676056338,0.0,0.38095238095238093,0.11791044776119404,0.12837525963535656,0.0,0.1137839830128679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1653,1,0.13333333333333333,0.1267605633802817,0.6345269053810761,0.36507936507936506,0.517910447761194,0.08301407800600047,0.11044827829344875,0.0933831688767925,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1654,1,0.0,0.0,0.024604920984196837,1.0,0.6164179104477612,0.007085160396953612,0.0004282830463459709,0.005424864564648297,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1655,0,0.13333333333333333,0.9295774647887324,0.6189237847569514,0.1746031746031746,0.7572139303482587,0.7295926609739211,0.7218066580603827,0.7579701686634372,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
