,clust,Award?,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
601,0,0,34540,0,27882,13,0,0,6494
602,4,1,117623,0,86582,26,1000,6,6477
603,0,0,126409,0,28460,13,0,0,6478
604,0,1,112843,0,16137,14,0,0,6472
605,1,1,117240,0,1200,3,700,2,6471
606,0,1,7216,0,21419,18,0,0,6470
607,1,0,26412,0,5086,2,0,0,6552
608,4,0,427528,0,35098,16,1600,3,6465
609,1,0,1846,0,450,1,0,0,6471
610,0,0,45830,0,23404,10,0,0,6459
611,2,1,179042,0,25078,50,3350,15,6456
612,1,1,41487,500,10885,7,0,0,6451
613,1,1,39601,0,3733,9,0,0,6450
614,0,1,46142,0,14445,13,0,0,6452
615,0,1,110277,0,37110,18,1500,3,6445
616,0,0,122928,0,12211,14,0,0,6443
617,0,1,146599,0,16463,16,1000,2,6444
618,4,0,338656,0,52908,16,0,0,6444
619,4,1,54125,0,48874,17,450,3,6463
620,0,1,29861,0,28190,15,0,0,6407
621,1,0,126148,0,6273,8,0,0,6435
622,2,1,62080,2975,19113,32,10650,28,6434
623,4,1,175131,0,53495,15,0,0,6431
624,4,1,365918,0,83752,23,1373,7,6429
625,0,0,105547,0,24973,26,500,1,6415
626,0,0,67615,0,14168,13,0,0,6413
627,0,1,33554,0,27410,16,350,1,6428
628,1,0,163083,0,3825,9,450,4,6428
629,4,1,747983,0,26117,15,50,1,6427
630,2,1,415070,588,153183,41,3802,20,6423
631,0,0,18111,0,4625,26,0,0,6463
632,1,0,41526,0,0,0,0,0,6406
633,1,0,38021,0,5538,9,0,0,6407
634,1,0,17500,0,0,0,0,0,6400
635,1,0,5906,0,280,1,0,0,6395
636,0,0,70133,0,7396,16,0,0,6392
637,1,1,32010,0,12315,6,650,2,6421
638,0,0,82605,0,23049,15,0,0,6417
639,4,1,77285,0,63841,32,0,0,6417
640,1,1,15219,0,0,0,0,0,6427
641,1,0,54889,0,13150,4,0,0,6438
642,1,0,8910,0,150,1,150,1,6413
643,1,0,49891,0,500,1,500,1,6392
644,1,0,10484,0,0,0,0,0,6375
645,1,0,15496,0,0,0,0,0,6324
646,1,0,16714,0,0,0,0,0,6214
647,0,1,25835,0,15153,15,0,0,6142
648,1,0,3487,0,710,1,0,0,6059
649,1,1,347096,0,12000,6,0,0,6408
650,0,1,155962,1199,16510,16,50,1,6406
651,0,1,160572,0,8163,18,500,1,6403
652,1,1,257068,2586,5900,4,400,1,6420
653,0,1,48410,0,37869,16,500,1,6395
654,1,0,33269,0,4675,10,200,1,6396
655,1,0,25685,0,185,3,0,0,6382
656,0,0,50500,0,4765,14,0,0,6380
657,0,0,97486,0,22707,15,0,0,6387
658,0,1,323459,0,12000,8,1500,3,6378
659,1,1,11821,0,10697,10,0,0,6387
660,0,0,37039,0,29976,18,0,0,6375
661,1,0,28306,0,233,3,0,0,6371
662,2,1,109532,0,128048,53,7939,26,6372
663,0,1,91974,0,19223,18,500,1,6372
664,0,1,65823,0,28208,19,300,3,6373
665,0,0,104824,0,14582,15,0,0,6366
666,1,0,16061,0,2750,11,0,0,6366
667,0,0,55237,0,5547,14,0,0,6358
668,0,0,10491,0,5025,11,150,1,6357
669,0,1,192334,0,33950,21,1450,4,6366
670,0,1,45501,0,49656,17,316,1,6375
671,1,0,18661,0,0,0,0,0,6352
672,0,0,89668,0,29130,14,0,0,6350
673,1,1,53327,0,8650,6,650,2,6350
674,0,0,133143,0,43643,14,50,1,6385
675,0,1,22268,0,23582,15,200,1,6339
676,3,1,26556,3490,2845,14,720,4,6339
677,0,1,9601,0,20467,16,0,0,6338
678,0,0,280561,0,12154,13,0,0,6337
679,1,0,146248,0,2900,4,1400,3,6333
680,1,0,9483,0,1000,1,0,0,6340
681,3,1,119082,5051,4230,17,3600,14,6340
682,0,1,232171,0,22258,30,650,2,6340
683,2,1,369816,1745,46942,35,7266,17,6340
684,0,0,37381,0,6091,16,0,0,6332
685,4,1,173543,0,92752,25,0,0,6329
686,1,0,31211,0,280,4,100,1,6330
687,4,1,47780,0,88773,20,250,2,6329
688,0,0,79479,0,23167,13,0,0,6118
689,0,0,81960,0,37072,22,700,7,6326
690,0,0,20162,0,2750,15,0,0,6324
691,0,0,105683,0,28386,17,0,0,6361
692,4,1,234327,0,30406,28,150,2,6319
693,0,1,463494,0,27390,17,750,1,6323
694,0,0,17334,0,6783,27,50,1,6318
695,1,0,57909,0,5150,4,0,0,6323
696,1,0,17949,0,0,0,0,0,6312
697,4,1,529477,0,31624,28,2098,5,6311
698,1,0,71543,0,0,0,0,0,6305
699,0,0,111897,0,14728,14,0,0,6310
700,1,0,61598,0,0,0,0,0,6311
701,4,0,417875,0,44472,18,0,0,6308
702,2,1,340874,0,68090,43,5676,27,6305
703,1,1,32774,0,0,0,0,0,6304
704,4,1,242910,1115,103935,18,500,1,6296
705,4,1,137843,0,45416,24,250,1,6302
706,0,1,30530,0,5590,12,2950,9,6298
707,1,0,30973,0,0,0,0,0,6298
708,0,1,238749,0,7134,14,3134,12,6297
709,1,0,16803,0,1287,6,0,0,6291
710,1,1,23553,810,1587,4,487,2,6295
711,4,1,48161,0,41174,24,0,0,6294
712,1,0,21616,0,0,0,0,0,6291
713,0,1,13114,0,14029,13,0,0,6289
714,0,0,117120,0,41278,17,500,1,6288
715,0,0,52987,0,17510,15,0,0,6289
716,0,0,150176,0,29999,17,400,1,6284
717,0,1,19002,0,22675,21,0,0,6277
718,2,1,60976,0,97318,31,7000,14,6282
719,1,0,50675,0,1100,2,100,1,6282
720,0,0,65466,0,5488,13,0,0,6280
721,0,1,64280,0,21721,18,0,0,6280
722,1,1,14523,0,4197,4,0,0,6276
723,0,1,384470,0,20468,16,0,0,6280
724,1,0,9157,0,75,2,0,0,6274
725,4,1,151904,733,76440,25,950,8,6273
726,4,1,13781,0,48914,19,500,1,6269
727,0,0,40567,0,18122,16,0,0,6268
728,0,0,43090,0,11411,10,0,0,6259
729,1,0,1875,0,1250,3,0,0,6266
730,0,1,126555,0,41253,19,0,0,6280
731,0,1,16472,0,45517,12,0,0,6262
732,1,0,21270,0,318,10,0,0,6256
733,0,0,33410,0,818,12,0,0,6255
734,1,1,15750,0,1065,3,0,0,6254
735,0,0,104665,0,9547,12,0,0,6249
736,4,1,86285,0,61274,14,0,0,6249
737,1,0,41967,0,2125,10,0,0,6247
738,0,0,35026,0,9799,27,500,1,6247
739,4,0,138411,0,53843,14,0,0,6247
740,0,1,127693,0,17383,15,0,0,6246
741,0,1,52050,0,43190,14,0,0,6245
742,1,0,37162,0,0,0,0,0,6241
743,3,1,440265,4081,22750,15,1250,10,6234
744,0,1,66572,0,8048,14,450,2,6240
745,0,0,237093,0,42020,15,0,0,6240
746,0,0,79561,0,6333,12,400,2,6231
747,0,0,131528,0,10365,17,500,1,6227
748,1,0,11820,0,2045,5,0,0,6227
749,0,0,20810,0,1713,13,0,0,6225
750,4,0,189423,0,63584,31,600,1,6476
751,0,1,96477,0,2987,13,0,0,6221
752,1,0,106471,0,8444,5,100,1,6220
753,0,1,33374,0,20441,13,0,0,6214
754,4,1,210018,0,48914,16,0,0,6217
755,1,0,26740,0,619,7,0,0,6213
756,0,0,244216,0,39166,14,0,0,6214
757,4,0,76737,0,34648,31,0,0,6211
758,0,1,20999,0,15914,13,0,0,6206
759,1,1,43179,0,11915,6,0,0,6214
760,0,1,119214,0,10028,16,0,0,6205
761,1,0,14988,0,2100,10,0,0,6203
762,0,0,21334,0,5472,20,0,0,6200
763,4,0,104307,0,51769,24,450,1,6197
764,4,1,34357,0,73622,25,100,1,6198
765,4,0,231437,0,31266,26,1550,4,6340
766,0,0,14662,0,1110,12,0,0,6197
767,0,1,13144,0,18615,18,0,0,6196
768,0,1,10978,0,14313,11,0,0,6193
769,4,0,150698,0,43589,20,1200,4,6193
770,1,0,18035,0,811,2,0,0,6193
771,0,0,194604,0,6606,10,0,0,6190
772,2,1,117852,2376,11406,21,3850,13,6186
773,0,0,32356,0,22918,19,0,0,6571
774,4,1,44247,948,40939,26,0,0,6184
775,1,0,23431,0,3546,10,0,0,6182
776,0,1,37773,0,8436,15,0,0,6179
777,1,0,245758,0,2750,4,750,2,6179
778,1,0,63587,0,500,1,500,1,6184
779,0,1,15088,0,5625,15,0,0,6177
780,4,0,152539,0,65972,14,0,0,6187
781,4,1,333500,0,69780,23,1258,4,6171
782,1,1,15064,0,2910,9,0,0,6171
783,0,0,19032,0,2375,12,0,0,6169
784,0,0,66434,0,13041,13,0,0,6230
785,0,0,146097,0,6919,16,0,0,6165
786,1,0,8207,0,1750,7,0,0,6184
787,0,0,293648,0,22148,15,0,0,6161
788,0,1,147472,0,20645,16,0,0,6163
789,0,1,103993,0,14149,13,100,1,6158
790,1,1,34651,0,4000,6,500,1,6157
791,4,0,102339,0,47498,19,0,0,6156
792,0,0,149167,0,48521,13,0,0,6155
793,0,1,105249,0,36093,15,0,0,6153
794,0,0,55610,0,5095,13,0,0,6151
795,1,1,70391,0,6000,4,0,0,6150
796,0,1,74645,0,40367,18,0,0,6147
797,0,1,26939,0,29264,15,0,0,6148
798,4,0,207655,500,78967,31,0,0,6144
799,1,1,7421,0,0,0,0,0,6142
800,3,0,74924,6286,59650,13,0,0,6141
801,1,0,17599,0,100,1,0,0,6029
802,1,0,5594,0,370,1,0,0,5835
803,0,1,66122,0,11756,13,0,0,5630
804,1,0,12024,0,0,0,0,0,5119
805,0,1,42044,2253,11433,10,0,0,6140
806,4,1,83105,0,65077,28,753,3,6137
807,0,1,152063,0,34257,19,1100,3,6159
808,1,0,59546,0,20730,4,0,0,6135
809,1,0,1258,0,475,4,0,0,6134
810,1,0,75181,0,2455,7,1100,3,6133
811,0,1,68255,0,19077,22,400,2,6130
812,4,1,58229,0,53108,16,500,1,6137
813,0,0,97349,0,42774,14,0,0,6128
814,4,1,131424,0,58814,14,50,1,6128
815,0,1,24011,0,20442,9,0,0,6123
816,1,0,64538,0,0,0,0,0,6123
817,1,0,3832,0,1000,1,0,0,6120
818,4,1,3268,0,52263,32,0,0,6120
819,0,0,36790,0,7158,14,0,0,6133
820,3,1,363165,2565,5950,11,1850,8,6116
821,1,0,179382,0,4225,7,0,0,6115
822,1,1,218207,0,8500,4,0,0,6114
823,4,1,765738,0,62133,14,0,0,6112
824,1,0,54265,0,0,0,0,0,6109
825,0,0,69959,0,16504,13,0,0,6108
826,1,1,86380,2643,13500,3,0,0,6102
827,1,0,48321,0,0,0,0,0,6102
828,0,0,78130,0,37251,15,900,2,6120
829,0,1,25333,0,11229,16,300,2,6099
830,4,0,54522,0,21221,45,2500,5,6125
831,0,0,75413,0,31726,18,0,0,6094
832,4,1,292533,0,64186,15,1000,2,6095
833,3,1,114932,8559,3150,13,1650,12,6092
834,0,1,18932,0,24660,22,0,0,6091
835,4,1,35997,0,71171,19,900,5,6088
836,0,0,136664,0,36024,15,0,0,6086
837,0,1,173191,0,31503,13,0,0,6084
838,1,0,16528,0,250,2,0,0,6081
839,2,1,119932,0,22463,26,5177,11,6077
840,0,0,144171,0,33200,15,0,0,6073
841,0,0,77109,0,60000,7,0,0,6071
842,0,0,144973,0,23703,14,0,0,6280
843,1,0,75027,0,1390,3,500,1,6067
844,0,1,96387,0,43512,20,0,0,6065
845,1,0,34854,0,750,5,650,4,6063
846,1,0,44307,0,7944,8,0,0,6060
847,4,0,73836,0,64748,19,0,0,6087
848,1,0,20126,0,0,0,0,0,6053
849,0,1,56268,0,33447,14,100,1,6017
850,4,1,25629,0,107308,36,600,2,5966
851,2,1,70774,0,32635,31,1400,14,5931
852,1,0,6371,0,1404,8,0,0,5905
853,0,0,95595,0,12060,14,0,0,5877
854,0,0,51843,0,40997,17,0,0,5859
855,0,0,84868,0,33187,15,0,0,6057
856,1,0,79629,0,2550,2,50,1,6091
857,1,0,58620,0,2125,10,0,0,6051
858,4,1,70380,0,74399,12,0,0,6050
859,0,0,93473,0,20257,15,0,0,6049
860,2,1,131621,0,27846,31,6047,11,6045
861,0,0,195563,0,16715,13,0,0,6042
862,1,1,21138,0,4500,2,0,0,6031
863,1,0,93319,0,270,3,100,1,6043
864,3,1,56606,3818,61634,14,100,1,6039
865,0,1,38763,0,34652,13,0,0,6037
866,0,1,16430,0,8528,12,0,0,6036
867,0,0,61440,0,8156,25,0,0,6032
868,0,1,206648,0,5132,16,2450,11,6030
869,1,1,323273,0,9000,5,500,1,6028
870,0,1,76702,0,21568,17,0,0,6025
871,0,1,19348,0,17059,19,0,0,6022
872,0,1,31669,0,8384,15,0,0,6018
873,1,0,40902,0,4850,7,1350,5,6018
874,0,0,16906,0,2750,15,0,0,6017
875,1,1,65508,0,14000,7,2500,5,6015
876,1,0,10152,0,0,0,0,0,6010
877,4,1,21461,0,40806,28,0,0,6011
878,0,0,28979,0,6494,12,0,0,6010
879,0,0,24711,0,3193,11,500,1,6009
880,4,1,301447,0,63866,18,500,1,6004
881,0,0,234308,0,21078,15,200,1,6007
882,1,0,37832,0,0,0,0,0,6004
883,0,0,135168,0,29156,16,300,2,6002
884,0,0,134650,0,40232,17,2055,2,6000
885,0,1,20665,0,19947,16,0,0,5997
886,1,1,5546,0,2631,6,0,0,5995
887,0,0,91736,0,26724,14,0,0,5994
888,1,0,444159,0,0,0,0,0,5993
889,1,1,94167,0,6500,4,500,1,5990
890,0,0,132256,0,15040,24,899,3,5988
891,4,1,149959,0,85844,51,1400,4,5986
892,1,0,104338,0,2500,1,0,0,5982
893,0,1,38312,0,37419,14,0,0,5980
894,1,0,1860,0,65,2,0,0,5976
895,1,0,54337,0,2131,9,230,1,5976
896,3,0,218763,8753,11650,6,1150,3,5975
897,1,0,26204,967,4030,6,2930,4,5989
898,1,0,27876,0,0,0,0,0,5972
899,0,0,115533,0,8867,15,0,0,5968
900,4,0,129412,0,62510,21,0,0,5982
901,3,1,172110,9325,21382,23,950,3,5944
902,1,0,143378,0,3000,4,1500,3,5905
903,0,0,120476,0,9406,14,0,0,5870
904,4,1,15835,0,112171,16,0,0,5825
905,4,1,289351,0,147787,35,500,1,5789
906,0,0,32141,0,3500,14,0,0,5768
907,1,0,967,0,980,2,0,0,5716
908,1,0,20281,0,0,0,0,0,5567
909,4,0,111072,0,50533,19,350,1,5541
910,1,0,2111,0,100,1,0,0,5962
911,4,1,322454,0,44591,23,250,1,5961
912,1,0,4600,0,140,1,0,0,5959
913,1,0,23390,0,1650,3,150,1,5958
914,2,1,210496,0,9022,24,4900,19,5953
915,1,1,40189,0,0,0,0,0,5952
916,1,1,21747,0,0,0,0,0,5638
917,4,0,212051,0,76256,23,2993,6,5523
918,1,0,266200,0,5000,1,0,0,5583
919,0,1,54148,0,40233,14,350,1,5949
920,1,0,25512,0,0,0,0,0,5393
921,1,0,28519,0,2125,2,0,0,5405
922,4,1,219387,0,105913,21,150,2,5951
923,0,1,163964,0,11385,11,0,0,5948
924,1,0,49736,0,3200,4,700,3,6038
925,1,1,10084,0,500,1,500,1,5946
926,0,1,22988,0,9347,14,1200,4,5944
927,1,0,17739,0,437,4,0,0,5941
928,1,0,152426,0,6000,6,2000,4,5939
929,1,0,34428,0,2625,10,0,0,5938
930,4,1,124030,0,61599,16,0,0,5934
931,0,0,17336,0,2375,12,0,0,5934
932,4,1,290012,0,64360,18,650,2,5931
933,0,0,29125,0,10930,14,0,0,5945
934,0,0,83848,0,28202,14,0,0,5927
935,4,1,133264,0,74067,21,0,0,5926
936,0,0,124869,0,30116,16,0,0,5924
937,0,1,39233,0,27545,13,0,0,5920
938,0,1,13050,0,13617,16,0,0,5920
939,0,0,90855,0,23992,13,0,0,5919
940,0,1,44824,0,21107,19,2000,4,5916
941,1,1,3663,0,894,10,0,0,5916
942,0,1,44293,0,21920,21,100,1,5913
943,1,0,31319,0,7552,5,0,0,5912
944,0,0,40757,0,14002,11,0,0,5912
945,1,0,130356,0,150,1,150,1,5910
946,0,0,125077,0,21881,14,0,0,5905
947,4,0,226826,0,91660,21,500,1,5906
948,0,1,38150,0,16688,15,0,0,5854
949,1,0,20342,0,3291,9,0,0,5829
950,0,0,45781,0,6498,13,0,0,5801
951,1,0,144525,0,2833,4,0,0,5785
952,0,0,37571,0,7197,15,0,0,5762
953,0,0,112013,0,24943,14,0,0,5734
954,0,1,30638,0,48963,16,0,0,5696
955,4,1,55997,0,68320,23,0,0,5899
956,0,0,11447,0,1945,13,0,0,5902
957,1,0,17778,0,0,0,0,0,5897
958,2,1,13375,4301,15732,43,9200,28,5916
959,0,0,118572,0,21426,19,0,0,5892
960,1,0,13720,0,0,0,0,0,5884
961,1,0,11030,0,0,0,0,0,5884
962,0,1,8651,0,41586,22,950,5,5882
963,4,0,281626,0,53521,16,0,0,5878
964,0,1,26367,0,19649,15,0,0,5874
965,1,1,120945,0,4300,4,300,2,5871
966,2,1,2843,0,44130,35,7450,20,5869
967,1,0,11782,0,0,0,0,0,5864
968,1,1,89480,0,2946,4,1946,3,5902
969,0,1,20702,0,30451,24,1100,5,5856
970,0,0,15108,0,2850,16,0,0,5876
971,0,1,24917,0,16239,13,150,1,5857
972,4,1,132910,0,75540,46,250,1,5856
973,1,0,61227,0,6957,10,0,0,5647
974,1,0,2117,0,769,7,0,0,5609
975,4,1,38964,0,35166,26,3200,8,5553
976,2,0,20498,0,7826,20,7226,18,5491
977,4,1,131554,0,64937,15,0,0,5428
978,0,0,55661,0,15107,13,0,0,5387
979,0,0,84949,0,41854,15,0,0,5336
980,0,0,139897,0,21065,28,50,1,5329
981,1,0,155587,0,6893,9,0,0,5279
982,1,0,24310,0,2815,6,0,0,5266
983,0,0,106115,0,16197,21,500,1,5219
984,4,1,238641,0,61971,15,850,2,5849
985,1,0,70671,0,0,0,0,0,5850
986,0,1,31593,0,3128,12,0,0,5846
987,0,0,101397,0,19173,12,0,0,5847
988,0,0,133052,0,17424,15,0,0,5843
989,0,0,37252,0,15774,19,0,0,5842
990,1,0,15241,0,0,0,0,0,5840
991,0,1,21101,0,7171,32,0,0,5839
992,0,0,80612,0,32334,20,0,0,5839
993,4,1,45542,0,59012,14,0,0,5835
994,1,1,5274,0,2074,11,0,0,5834
995,0,0,101089,0,23503,17,0,0,5834
996,1,0,7560,0,0,0,0,0,5833
997,4,1,255797,0,62107,16,0,0,5832
998,4,0,192046,0,54818,52,1200,3,5829
999,4,0,370596,0,50120,12,0,0,5826
1000,4,0,141491,0,63060,6,0,0,5827
1001,0,1,89527,0,22206,14,0,0,5821
1002,1,0,330644,0,0,0,0,0,5822
1003,0,0,49430,0,31471,16,0,0,5822
1004,0,0,114070,0,16293,24,250,1,5818
1005,0,0,124004,0,9982,12,0,0,5815
1006,1,0,10497,0,0,0,0,0,5815
1007,1,1,8327,0,2900,4,150,1,5814
1008,0,0,25463,0,7973,14,0,0,5813
1009,4,1,85036,0,43825,21,0,0,5807
1010,0,1,11449,0,24415,11,0,0,5864
1011,1,0,54392,0,0,0,0,0,5807
1012,0,0,52577,0,441,12,0,0,5804
1013,1,1,80174,0,500,1,0,0,5804
1014,2,0,96827,1094,12100,19,8100,17,5801
1015,0,1,9489,0,5359,14,0,0,5807
1016,1,1,57587,0,2620,6,0,0,5799
1017,0,0,131306,0,32115,15,0,0,5797
1018,0,0,39985,0,15103,21,0,0,5794
1019,1,0,71627,0,3225,9,600,2,5793
1020,0,0,161396,0,26695,11,1000,2,5792
1021,1,0,81300,0,3750,5,250,3,5791
1022,0,1,66015,0,26706,30,2676,7,5790
1023,1,0,7800,0,200,1,0,0,5787
1024,1,0,27348,0,3084,4,0,0,5824
1025,1,1,153554,0,11786,6,1750,4,5784
1026,1,0,42990,0,5345,3,0,0,5804
1027,1,1,16664,0,0,0,0,0,5778
1028,1,0,37618,0,17385,7,0,0,5818
1029,0,0,53384,0,16907,12,0,0,5778
1030,1,0,43326,0,1100,7,1100,7,5776
1031,0,0,113683,0,11821,12,0,0,5773
1032,2,1,77930,0,37541,35,3600,18,5773
1033,0,1,27625,0,27799,16,500,1,5772
1034,1,0,33835,0,2280,7,1000,2,5771
1035,3,0,170049,3692,10232,16,750,2,5770
1036,4,0,154664,0,73881,33,0,0,5769
1037,0,1,36935,0,34448,17,0,0,5766
1038,1,0,67904,0,81,1,0,0,5764
1039,0,1,57434,0,11140,16,0,0,5770
1040,1,0,11031,0,1600,5,0,0,5762
1041,0,0,78268,0,6172,13,500,1,5758
1042,4,1,98213,0,68013,29,0,0,5755
1043,0,1,9430,0,11323,13,0,0,5756
1044,1,1,5195,0,33050,3,50,1,5755
1045,1,0,9793,0,3100,2,0,0,5755
1046,0,1,34690,0,18124,14,0,0,5752
1047,4,0,138368,0,68663,13,0,0,5755
1048,0,0,63547,0,31745,14,0,0,5748
1049,4,0,217130,0,51202,20,0,0,5745
1050,1,0,14106,0,475,4,0,0,5749
1051,0,0,44026,0,12282,18,634,1,5738
1052,0,1,62183,1896,38635,18,0,0,5738
1053,4,1,165534,0,71312,18,1000,2,5736
1054,1,0,45358,0,14507,9,0,0,5735
1055,4,1,72325,0,56792,16,0,0,5731
1056,4,0,190285,0,69262,16,348,1,5728
1057,0,0,235567,0,16106,15,0,0,5728
1058,4,1,305519,0,79216,27,650,3,5724
1059,1,0,161546,0,8042,6,600,2,5722
1060,0,0,38884,0,2850,13,500,1,5729
1061,2,1,42040,1000,14189,17,4034,13,5717
1062,0,0,96988,0,7761,14,0,0,5715
1063,1,1,24394,0,3250,3,250,1,5713
1064,4,1,354641,0,77694,29,3600,9,5710
1065,0,1,39313,0,24091,16,0,0,5706
1066,0,1,468,0,26650,14,550,3,5708
1067,0,0,146014,0,26366,17,700,3,5822
1068,0,1,42999,0,33801,12,350,1,5653
1069,0,0,37163,0,19318,14,0,0,4988
1070,0,1,6158,0,27754,14,0,0,5546
1071,0,0,108904,0,19931,17,0,0,5255
1072,1,0,25168,0,500,1,500,1,5547
1073,0,0,68454,0,13667,12,0,0,5559
1074,0,0,70877,0,8956,15,0,0,5696
1075,1,0,1057,0,433,5,0,0,5622
1076,4,1,35342,0,70454,12,0,0,5534
1077,1,0,16992,0,0,0,0,0,5582
1078,1,1,2558,0,6264,10,0,0,5581
1079,1,1,196093,0,14000,3,0,0,5595
1080,1,1,269558,0,10000,1,0,0,5472
1081,1,0,88500,0,2500,2,0,0,5090
1082,1,0,8719,0,2000,9,0,0,5671
1083,0,1,36936,0,2875,16,0,0,5492
1084,0,1,427357,0,6027,12,0,0,5587
1085,4,0,258422,0,48708,17,0,0,5657
1086,0,0,75428,0,7539,14,0,0,5609
1087,0,1,34383,0,22956,12,0,0,5611
1088,1,0,82120,0,8000,3,0,0,5619
1089,1,0,34546,0,1500,2,0,0,5612
1090,1,0,92641,0,5265,6,0,0,5568
1091,1,0,95100,0,1250,3,1250,3,5671
1092,1,0,19960,0,0,0,0,0,4896
1093,0,1,47150,0,39561,18,0,0,5577
1094,1,1,1650,0,1250,3,250,1,5554
1095,0,1,100992,0,8144,16,409,2,5422
1096,0,1,68610,0,6115,12,0,0,5349
1097,0,0,75684,0,27320,9,0,0,5316
1098,1,0,42438,0,519,10,0,0,5349
1099,4,1,17645,0,60978,20,0,0,5660
1100,1,0,24545,0,0,0,0,0,5671
1101,0,0,84633,0,10771,10,0,0,5479
1102,4,1,103891,1388,140573,21,1150,3,5699
1103,4,1,39847,0,95918,38,150,1,5694
1104,0,0,47938,0,12656,13,0,0,5708
1105,4,1,88929,0,44932,20,650,2,5694
1106,4,0,129866,0,66150,30,0,0,5692
1107,1,0,22585,0,3430,3,0,0,5689
1108,0,1,47394,0,31347,19,2150,5,5688
1109,0,0,73640,0,10192,14,0,0,5156
1110,4,0,247743,0,51296,20,500,1,5087
1111,4,1,295008,0,136704,27,0,0,5028
1112,3,0,117543,4116,32355,21,600,2,4954
1113,4,0,102803,0,90605,20,0,0,5701
1114,0,0,89945,0,14218,16,350,1,5680
1115,0,1,739476,0,24215,8,322,1,5678
1116,0,0,69337,0,17740,13,0,0,5667
1117,0,0,140866,0,15906,17,0,0,5672
1118,1,0,25634,2505,0,0,0,0,5663
1119,0,0,82078,0,40279,9,0,0,5664
1120,1,0,33327,0,1000,1,0,0,5664
1121,0,0,95783,0,14506,13,0,0,5659
1122,2,0,27591,0,8209,34,1800,16,5659
1123,4,1,82114,0,58335,15,0,0,5658
1124,4,1,15917,2586,105449,25,200,2,5653
1125,0,0,140511,0,32105,16,0,0,5651
1126,4,1,375927,0,18202,30,1100,3,5652
1127,0,0,28223,0,8625,12,0,0,5651
1128,0,0,33129,0,30775,14,500,1,5647
1129,1,0,1625,0,1375,4,0,0,1547
1130,0,1,52819,0,37535,15,1000,2,5645
1131,1,1,3507,1745,14500,7,0,0,5643
1132,1,0,14769,0,500,1,0,0,5639
1133,1,0,37215,0,8199,8,0,0,5637
1134,4,1,115655,0,64968,21,500,1,5631
1135,0,1,179251,0,14775,16,200,2,5629
1136,0,1,24418,0,12533,13,0,0,5626
1137,1,0,34562,0,1770,9,250,3,5622
1138,4,1,144570,0,49052,15,0,0,5617
1139,1,0,24813,0,4066,10,0,0,5225
1140,4,1,48803,0,72129,14,0,0,5107
1141,0,1,22116,0,20809,14,0,0,5463
1142,1,0,8516,0,0,0,0,0,5566
1143,0,0,36079,0,22506,22,150,1,5323
1144,1,1,16872,0,28964,7,0,0,5479
1145,1,1,62895,0,8500,4,0,0,5520
1146,0,1,7383,0,7225,11,2750,7,5238
1147,1,1,2261,0,15062,2,0,0,5556
1148,0,1,66950,0,17303,20,2000,8,5464
1149,0,0,84856,0,6894,13,0,0,5547
1150,3,1,71128,2919,17950,17,4450,11,5162
1151,1,0,39654,0,1625,6,0,0,5518
1152,1,0,25214,0,1000,1,0,0,5598
1153,0,0,48775,0,17494,15,0,0,5588
1154,4,1,81952,0,64754,22,0,0,5427
1155,0,1,46535,0,25891,14,150,1,5399
1156,1,0,23130,0,5032,10,0,0,5500
1157,0,0,100443,0,12744,21,0,0,5492
1158,4,0,139664,0,63706,14,0,0,5505
1159,1,0,31769,0,0,0,0,0,5464
1160,0,1,60170,0,17235,14,0,0,5351
1161,1,0,33373,0,0,0,0,0,5427
1162,0,0,59385,0,22914,11,0,0,5476
1163,4,0,210040,0,77333,39,0,0,5517
1164,0,1,23379,0,11712,25,0,0,5499
1165,0,0,22372,0,14766,12,0,0,4950
1166,1,0,23120,0,4231,7,0,0,5615
1167,1,0,46157,0,1625,3,500,1,5609
1168,0,1,94896,0,38127,15,500,1,5602
1169,0,1,12091,0,29271,15,0,0,5609
1170,0,1,56451,0,9302,11,0,0,5597
1171,0,1,106309,0,21873,22,1200,4,5594
1172,0,0,121853,0,18120,18,2000,4,5589
1173,0,1,4137,0,15891,19,0,0,5588
1174,0,1,21676,0,15392,15,100,1,5584
1175,0,0,36644,0,14506,13,0,0,5583
1176,0,0,77102,0,13175,20,1850,6,5581
1177,3,1,32214,11148,12717,10,0,0,5576
1178,0,0,42351,0,28959,14,0,0,5594
1179,1,0,34450,0,26996,7,0,0,5566
1180,1,0,4151,0,375,3,0,0,5570
1181,4,1,60646,888,57011,18,50,1,5559
1182,1,1,44331,0,2850,3,350,1,5555
1183,0,0,76742,0,17910,13,0,0,5547
1184,1,0,27993,0,6000,3,0,0,5542
1185,0,0,67770,0,23960,15,0,0,5539
1186,0,1,30554,0,38243,25,0,0,5324
1187,2,1,123646,0,12450,30,2450,29,5069
1188,4,1,837979,0,18372,15,1450,4,5373
1189,1,0,6584,0,0,0,0,0,5118
1190,1,0,17489,0,5565,4,0,0,5380
1191,1,0,28941,0,2935,6,0,0,4692
1192,1,0,19085,0,827,11,0,0,5244
1193,4,1,56480,0,35841,31,500,1,5401
1194,1,0,8320,0,0,0,0,0,5164
1195,1,0,13640,0,1500,5,0,0,4923
1196,1,1,14739,0,1800,4,800,3,5332
